time,"Nesushiy_sharnir,w","Nesushiy_sharnir,tau",m,Fq,"Nesushiy_sharnir,frame_b,f[3]",,"Nesushiy_sharnir,frame_b,f[1]","Nesushiy_sharnir,frame_b,f[2]","Nesushiy_sharnir,w"
"0,000000000000000","0,000000000000000","1,239457987460870","0,000000000000000","220,752048898149000","0,000000000000000",,"220,674990070444","5,83231087478522",0
"0,001000000000000","0,000000000000210","1,239457987369620","0,000000000000000","220,752048898209000","0,000000000000000",,"220,674990070509","5,8323108745771","2,20E-14"
"0,002000000000000","0,000000000000142","1,239457986974440","0,000000000000000","220,752048898467000","0,000000000000000",,"220,674990070791","5,83231087367576","1,48E-14"
"0,003000000000000","0,000000000000004","1,239457986609430","0,000000000000000","220,752048898705000","0,000000000000000",,"220,674990071052","5,83231087284323","4,12E-16"
"0,004000000000000","-0,000000000000137","1,239457987307780","0,000000000000000","220,752048898249000","0,000000000000000",,"220,674990070553","5,83231087443605","-1,43E-14"
"0,005000000000000","-0,000000000000042","1,239457987054050","0,000000000000000","220,752048898415000","0,000000000000000",,"220,674990070735","5,83231087385734","-4,35E-15"
"0,006000000000000","0,000000000000078","1,239457987001940","0,000000000000000","220,752048898449000","0,000000000000000",,"220,674990070772","5,83231087373848","8,21E-15"
"0,007000000000000","0,000000000000198","1,239457987162310","0,000000000000000","220,752048898344000","0,000000000000000",,"220,674990070657","5,83231087410425","2,08E-14"
"0,008000000000000","0,000000000000318","1,239457986472980","0,000000000000000","220,752048898794000","0,000000000000000",,"220,674990071149","5,832310872532","3,33E-14"
"0,009000000000000","0,000000000000299","1,239457986906330","0,000000000000000","220,752048898511000","0,000000000000000",,"220,67499007084","5,83231087352041","3,13E-14"
"0,010000000000000","0,000000000000246","1,239457986929160","0,000000000000000","220,752048898496000","0,000000000000000",,"220,674990070824","5,83231087357247","2,58E-14"
"0,011000000000000","0,000000000000194","1,239457986739510","0,000000000000000","220,752048898620000","0,000000000000000",,"220,674990070958","5,83231087313991","2,03E-14"
"0,012000000000000","0,000000000000141","1,239457986762330","0,000000000000000","220,752048898605000","0,000000000000000",,"220,674990070943","5,83231087319198","1,48E-14"
"0,013000000000000","0,000000000000088","1,239457986785160","0,000000000000000","220,752048898590000","0,000000000000000",,"220,674990070926","5,83231087324404","9,27E-15"
"0,014000000000000","0,000000000000036","1,239457987232840","0,000000000000000","220,752048898298000","0,000000000000000",,"220,674990070607","5,83231087426512","3,76E-15"
"0,015000000000000","-0,000000000000017","1,239457986830820","0,000000000000000","220,752048898561000","0,000000000000000",,"220,674990070894","5,83231087334818","-1,74E-15"
"0,016000000000000","-0,000000000000069","1,239457987066010","0,000000000000000","220,752048898407000","0,000000000000000",,"220,674990070726","5,83231087388462","-7,24E-15"
"0,017000000000000","-0,000000000000113","1,239457987085070","0,000000000000000","220,752048898394000","0,000000000000000",,"220,674990070712","5,83231087392808","-1,18E-14"
"0,018000000000000","-0,000000000000151","1,239457987101790","0,000000000000000","220,752048898383000","0,000000000000000",,"220,6749900707","5,83231087396622","-1,59E-14"
"0,019000000000000","-0,000000000000190","1,239457987118510","0,000000000000000","220,752048898372000","0,000000000000000",,"220,674990070688","5,83231087400436","-1,99E-14"
"0,020000000000000","-0,000000000000228","1,239457987560070","0,000000000000000","220,752048898084000","0,000000000000000",,"220,674990070373","5,8323108750115","-2,39E-14"
"0,021000000000000","-0,000000000000267","1,239457987151950","0,000000000000000","220,752048898351000","0,000000000000000",,"220,674990070665","5,83231087408063","-2,80E-14"
"0,022000000000000","-0,000000000000305","1,239457987593510","0,000000000000000","220,752048898062000","0,000000000000000",,"220,674990070349","5,83231087508777","-3,20E-14"
"0,023000000000000","-0,000000000000344","1,239457987610240","0,000000000000000","220,752048898051000","0,000000000000000",,"220,674990070337","5,83231087512591","-3,60E-14"
"0,024000000000000","-0,000000000000382","1,239457987839320","0,000000000000000","220,752048897902000","0,000000000000000",,"220,674990070174","5,83231087564843","-4,01E-14"
"0,025000000000000","-0,000000000000421","1,239457987643670","0,000000000000000","220,752048898030000","0,000000000000000",,"220,674990070314","5,83231087520218","-4,41E-14"
