"time","revolute1.w","revolute1.tau","revolute1.frame_b.f[3]","revolute1.frame_b.f[1]","revolute1.frame_b.f[2]"
0.312064,-0.1506020174011221,25.69736697399168,33.60886891569291,17.71427002967023,1.773533901277846e-12
0.316065,-0.2378061018466092,23.90292558148224,30.02444196074256,16.28048030182096,2.072092925030445e-13
0.320066,-0.3258319431930634,22.32054440045531,26.87191452419969,15.09559377619345,5.713797231242102e-13
0.324067,-0.4136775315033296,21.42603590628397,25.1052345873265,14.56494127839781,1.774745546761917e-12
0.328068,-0.4990014627201588,19.90323951926629,22.10446424404483,13.34504030090576,-7.793905306502955e-14
0.332068,-0.5778818108199708,17.27370385685076,16.9163147897356,10.8920113482454,-1.251780169119846e-14
0.336069,-0.6474678489896195,14.30387434942729,11.05982034052421,7.99116586528314,1.331257023801378e-14
0.34007,-0.7068363178642568,11.58758500136517,5.715423257252574,5.243354995257146,7.432006238332993e-15
0.344071,-0.7564797012160037,10.70334271727256,4.031553369974453,4.325615552841894,9.031766939739594e-13
0.348072,-0.7970594958773699,11.13504439112837,4.981173945320823,4.770529571026463,1.213689352774029e-13
0.352072,-0.8282050143387071,11.98662145899304,6.776553587168316,5.675681121347406,-2.568146296165622e-12
0.356073,-0.8490088623186225,12.94553264658803,8.793605309476547,6.720546925432677,1.18097695265038e-13
0.360074,-0.8583314270834216,14.02785699429473,11.06521975135484,7.922258972668308,1.277245283517391e-12
0.364075,-0.8548867060782803,15.22610284770164,13.57642373759137,9.280633877348762,2.152601421148111e-13
0.368076,-0.8372959579159418,16.5512484042135,16.34884089774181,10.82107289413831,6.666415927464451e-13
0.372077,-0.8041014237017519,18.0011753679853,19.37800654346188,12.55366246635818,4.78854197849604e-13
0.376077,-0.7536438724962785,19.58863262737444,22.68980724963693,14.50010029922099,-5.960079051437529e-14
0.380078,-0.684136517473437,21.28063345852886,26.2174185192073,16.63809092343881,-2.839079253468049e-13
0.384079,-0.593630679710328,23.07355627008502,29.95332475759304,18.97296859114308,4.427899102080726e-13
0.38808,-0.4801989578771945,24.80804715302808,33.57555198190381,21.32410971264156,-1.323994794784521e-13
0.392081,-0.3442799371360454,25.72923715995361,35.55864756044299,22.75958114666755,-8.949280003918428e-14
0.396082,-0.1556173997622837,28.43379004260481,41.14965798411391,26.43724425819969,1.036799781065314e-14
0.400082,0.02301865743515663,37.47982196034486,59.55314333713963,38.57625966953994,8.960933585569806e-15
0.404083,0.2627544872015128,39.44882493938783,63.66560435842568,41.83519552271702,2.45207472400256e-14
0.408084,0.5382407024711154,41.29870850071426,67.53824997108001,44.99857155953836,-6.212006070973527e-14
0.412085,0.8542864769657081,44.28372358028471,73.70560723975407,49.85463613632552,2.216685173717693e-14
0.416086,1.21668406093338,47.78532610288154,80.91675396600408,55.63229462773086,4.650493610948323e-13
0.420086,1.63012379367152,51.59717083274449,88.75259200511765,62.08555250121456,2.6258356657564e-14
0.424087,2.099163574255686,55.68436722336818,97.13911622480488,69.21741715726206,3.303015279016159e-14
0.428088,2.627875653296309,59.43595369937857,104.8441721511402,75.94674708307609,2.126320719214545e-13
0.432089,3.216947028960273,60.73217035663394,107.5972133969978,78.23146092349728,2.29734957111533e-13
0.43609,3.863599153606315,60.40005930795334,107.0389676047935,77.56028698675362,4.594106031656948e-13
0.440091,4.563690067368827,59.38687170196107,105.05580866242,75.83776458775559,2.889815602244589e-13
0.444091,5.311594951891565,57.92445733865136,102.1004299882118,73.66552314464501,-1.203563235455726e-12
0.448092,6.099618127766603,55.93579246354987,98.00596732799188,71.06128055792075,2.464020894345898e-14
0.452093,6.917613231278364,53.31164529645471,92.54240389607349,67.98119951212041,1.283152447368797e-13
0.456094,7.753068297893667,50.0452776800511,85.6899551753072,64.56609756171231,-6.844183266471074e-14
0.460095,8.591583253570711,45.9710250442612,77.11181777848591,60.62299992475711,-8.554923239558442e-13
0.464096,9.417110721431165,41.12301663687474,66.88072361078612,56.29693631924942,7.780038524817661e-14
0.468096,10.21304034133355,35.41361836822646,54.82936842277599,51.43958406405235,5.743578876231784e-15
0.472097,10.96285324898669,28.9500765249002,41.19099699862239,46.2139119075119,1.148869651193509e-13
0.476098,11.65108781874332,21.67488316717355,25.87125009329181,40.40371498220482,3.947301010848588e-14
0.480099,12.2693472707035,16.15020895082337,14.0732471020056,38.75526741828048,7.225884656406491e-14
0.4841,12.82028845811577,13.66591571322233,8.433218246259276,43.21963699980067,1.477597970394617e-13
0.4881,13.30333200067887,10.10560763708132,0.6592746668696599,45.68824871721514,-1.199319421487695e-13
0.492101,13.70591059502608,2.648334097481442,-14.92825271056873,41.13785158677253,-5.558053636183935e-14
0.496102,14.01681370980642,-6.659865169930305,-34.17463160765577,33.4732577854989,-3.714398144584918e-15
0.500103,14.23346148447977,-16.59285535827341,-54.58435052337759,24.90343191463148,1.068345428020448e-14
0.504104,14.35796995803376,-26.78822926537603,-75.41177873928139,16.06070941849378,-5.07405995243659e-15
0.508105,14.3947889611174,-37.16827541053152,-96.49176166977519,7.113355242257093,4.136360767773154e-15
0.512105,14.3497296683435,-47.63659389740456,-117.6275511621203,-1.70836838893225,-1.251746871627501e-15
0.516106,14.22945238039918,-57.96155262830726,-138.3565939703121,-9.954386984632649,1.247479666603499e-15
0.520107,14.04074861882097,-68.0370421791945,-158.4737179700403,-17.40410271344761,-1.100901635166532e-13
0.524108,13.79111016342165,-79.79246352941108,-181.838614388025,-26.94396623582319,-1.018925702184783e-13
0.528109,13.48700004640927,-96.59882632679673,-215.2161191746643,-42.38584950102285,5.214423079623917e-12
0.53211,13.13410658861637,-106.5871301024089,-234.8715621701402,-47.50053064425073,1.291182739587491e-13
0.53611,12.73874060981771,-116.0937424089171,-253.4819878749884,-51.50755028514548,-8.186489306515864e-14
0.540111,12.31541786626017,-121.5979294166002,-263.9470401428344,-51.21785973599674,-2.411096498445901e-14
0.544112,11.8816479166669,-123.7980424882171,-267.7055501069927,-47.73355154045997,1.999790756006581e-13
0.548113,11.44663954126676,-124.9521541088789,-269.3301936266081,-43.38448812415507,2.163601148391856e-14
0.552114,11.01366202573433,-125.8189562613681,-270.3618200523079,-38.88094754366003,1.342899462429592e-14
0.556114,10.5841745360007,-126.5619065113644,-271.1373190055005,-34.36572187695931,-4.058167531844178e-14
0.560115,10.15900042839746,-127.2143275481941,-271.7301908424054,-29.8660269195187,4.729186387788969e-15
0.564116,9.738713996206643,-127.7021923186535,-271.9969707189092,-25.34029875596085,9.372305703652546e-14
0.568117,9.323561049955067,-128.1204243571873,-272.1334499594726,-20.86283533191941,5.688476237295947e-14
0.572118,8.913547060096535,-128.4183647821211,-272.0414898316036,-16.41773499901979,8.773084197617628e-14
0.576119,8.50853289356178,-128.6461898125407,-271.8255643904098,-12.04613601777709,3.352204918522062e-14
0.580119,8.108252635589205,-128.7690516042986,-271.4182290048405,-7.747397556036489,5.615786787207838e-14
0.58412,7.712289622397938,-128.8684663715773,-270.9858723058834,-3.570543372472748,1.010779724289431e-13
0.588121,7.320198128279499,-128.8667137682174,-270.3739287337302,0.5005690084787773,2.954702520722794e-14
0.592122,6.931522293472271,-128.871088380822,-269.8003591129618,4.419168752263904,-4.120535746037173e-15
0.596123,6.545692388358288,-128.8003879287665,-269.1026650264963,8.196833841657934,1.822362923657725e-14
0.600124,6.162236228454863,-128.7213978129701,-268.4164477582771,11.8054261043573,8.476827488548722e-14
0.604124,5.780662901273286,-128.5868267914447,-267.6475098138586,15.24566353247639,4.263923104615312e-14
0.608125,5.400411528528238,-128.5180300724342,-267.0408620839627,18.48945102078122,8.669797057495699e-15
0.612126,5.021242632260374,-128.2444115630753,-266.0522678624928,21.56304824663401,7.028852682081966e-13
0.616127,4.642661424951766,-128.1415483389126,-265.4384737204506,24.417615246867,1.311088144526107e-13
0.620128,4.2641884311843,-127.9834188635965,-264.7445533948541,27.06977195104143,8.972547980697332e-14
0.624129,3.885591348985237,-127.7667702129325,-263.965024029283,29.51198129371831,-5.814636850056724e-14
0.628129,3.506986582010804,-128.0999355856382,-264.3117375923166,31.71230881981403,3.009014999599469e-14
0.63213,3.131507176959319,-131.0852251722071,-269.9672987508557,33.67937234802284,6.51243507764135e-14
0.636131,2.762491836405276,-135.8665140759351,-279.2327217176707,35.60956097675953,5.544292092368185e-14
0.640132,2.405800891735157,-138.0901515641809,-283.3646459698532,37.34632708309438,1.486197739710246e-13
0.644133,2.074827634744688,-134.8802906123987,-276.5754356855511,38.54315771055903,3.361190734681144e-14
0.648133,1.780201860538312,-129.662317850497,-265.7648705956188,39.3529495919611,4.377621591903472e-14
0.652134,1.52510874129264,-124.2708757747513,-254.6249255474771,39.95073824921987,3.027260119970647e-14
0.656135,1.310425562873357,-119.0395607595008,-243.8231688353437,40.41646467864381,7.40665492142327e-14
0.660136,1.135868142067078,-112.6305878956284,-230.6915361639086,40.65715996552746,7.348785861790861e-14
0.664137,0.9951513049357994,-100.08068039527,-205.3431969208314,40.07256056666135,6.548848818715257e-14
0.668138,0.8805865872598337,-83.99413767684068,-172.9627161461282,38.77479188605463,4.661124734874352e-14
0.672138,0.7891167070275358,-66.98423370169107,-138.750898718972,36.99845201237176,1.726386539096634e-14
0.676139,0.7201775033220623,-49.73552615103559,-104.0694846552572,34.8103724307516,2.562741736454995e-14
0.68014,0.6734981889919163,-32.47068130969176,-69.36230150530136,32.23445814070662,4.851259063984106e-15
0.684141,0.6488645173343133,-15.06444508476201,-34.37673452202638,29.237474647517,1.080158364636333e-14
0.688142,0.6452508209090233,1.753870972150458,-0.5815411747436867,25.9594333576144,-1.221654583573481e-15
0.692143,0.6531134363638905,12.15505231224335,20.29933751682957,23.7004361610768,3.468988504180356e-15
0.696143,0.6620080133965197,15.93892786292107,27.91167002187531,22.70062663014428,-1.165618528101193e-13
0.700144,0.6664321956418749,19.86789506973119,35.78672108268297,21.5718231559757,-3.867100834360536e-13
0.704145,0.6621069231368318,25.29785204038282,46.64523598367194,19.95167887839651,-4.148827652138509e-14
0.708146,0.6469259741455448,31.26068391486974,58.56303779526009,18.03791952481941,3.470423086960998e-13
0.712147,0.6201308999211542,37.25022975847176,70.52968818636168,15.96282798032473,3.713883852589154e-13
0.716147,0.581344557309062,43.29979358176148,82.61268344529938,13.7344643489614,-1.257572568549957e-13
0.720148,0.5302145011001382,49.23329763873823,94.45795412252683,11.42993254492185,-3.632562314062763e-14
0.724149,0.4663543613244441,55.22834265317983,106.4213033056283,9.029791256902431,-3.506802145217475e-14
0.72815,0.3901022970040787,60.27433407567821,116.4904429016415,6.897267495165245,-3.835831071613809e-14
0.732151,0.3090151878529065,59.26346784162998,114.5015955725401,6.779180885251552,2.968203562043509e-14
0.736152,0.2330482814723352,54.26822395410939,104.5794341461783,8.110632935537598,-3.5584274141586e-13
0.740152,0.1668743365758887,48.31146921502761,92.74073105367074,9.901571572617563,-8.28966673683009e-14
0.744153,0.1116185885864361,42.2339772119848,80.65780633360455,11.83923861316532,-3.180121858338872e-14
0.748154,0.06749459849335088,36.17325936573163,68.6049199683832,13.84484338296648,-2.582151887494106e-14
0.752155,0.03464847899674645,30.19993113697875,56.72433947265453,15.86758392214401,-7.944421719451203e-15
0.756156,0.01303466048305307,24.23713232918009,44.86129531071033,17.91231832637619,-8.677711603923803e-15
0.760157,0.002951519644268239,18.97129155790443,34.38478535234326,19.72802730981712,1.895652124515943e-13
0.764157,0.0002153568297716909,16.60658198744986,29.67993473081259,20.54453053092972,2.509486501819288e-13
0.768158,-0.000110781706655813,16.09569056866654,28.66341770788618,20.72102903726655,1.150715622351638e-12
0.772159,-5.21812750509601e-05,16.06567589869136,28.60368532827489,20.73142103839139,-3.476778308724227e-14
0.77616,-1.102162603160849e-05,16.08755436293991,28.64721241586169,20.7238706830274,-8.559634690774437e-13
0.780161,-6.946772570159431e-07,16.09684197466686,28.66569120931835,20.7206633947448,2.217423141182982e-13
0.784161,4.320300352455291e-07,16.09885809529191,28.66970269560994,20.71996684078839,1.046154123175977e-13
0.788162,-0.001361531522017055,14.52649943639051,25.50314431545124,21.2509764913482,4.511563542778143e-13
0.792163,-0.01353127521955552,6.285406220304883,8.905971813766566,24.03414432511752,7.845230460741459e-14
0.796164,-0.05091159687434183,-5.156899016500985,-14.14001737464777,27.89718497528001,-1.095823055144846e-14
0.800165,-0.1182379757445451,-17.23063784615981,-38.46177974704813,31.96476607587533,-1.85170078944946e-14
0.804166,-0.2161627199049398,-29.33732526133592,-62.85657022073005,36.01900110365429,1.731961577782224e-15
0.808166,-0.3446389375965322,-41.43378256437236,-87.2399174235928,40.02100553916587,-2.352795375529442e-14
0.812167,-0.5035611375722239,-53.51283943237701,-111.59996974093,43.93559378154623,-3.514527561238708e-14
0.816168,-0.6927562520514888,-65.54599940190391,-135.8820527868197,47.71237906676407,2.524596738551404e-13
0.820169,-0.9121469549583637,-77.69301093030067,-160.4095927027806,51.35431555199896,-1.32015573245831e-14
0.82417,-1.161525450600617,-89.71583273040942,-184.7069410580959,54.72691833472248,-5.356206062255493e-13
0.828171,-1.440646414695792,-101.8238992507661,-209.1973631003617,57.83249432547565,2.444832437315106e-13
0.832171,-1.749302741438244,-113.8862755057241,-233.6203954689546,60.55820012232923,-1.539729120678691e-13
0.836172,-2.087377062621294,-125.7795650381431,-257.7302356615348,62.79289067464889,-4.075762892029472e-13
0.840173,-2.448927956850703,-133.50115219163,-273.4679882636174,63.38892858309551,9.979557405212745e-14
0.844174,-2.820417356564259,-135.4413225901798,-277.5941727576453,62.06611265717142,1.053301305206366e-14
0.848175,-3.192311153276025,-135.5855913617164,-278.1345220423503,60.01678443690858,4.377134236871937e-14
0.852175,-3.562292423275677,-135.4830392409766,-278.2089355136484,57.66937876594564,-5.58014974335378e-13
0.856176,-3.930176429950263,-135.3893857070561,-278.3320804391777,55.09412045336801,-2.170854168538009e-14
0.860177,-4.296148189167141,-135.4343947011882,-278.764671297624,52.31848638409379,7.321633444028015e-14
0.864178,-4.660344708174411,-135.4074713262541,-279.0830859786562,49.31331772769282,6.863361008088756e-14
0.868179,-5.022963057584433,-135.440989168689,-279.5527213805185,46.10502325932151,2.186286982133923e-14
0.87218,-5.384225973725712,-135.4360239490249,-279.9743158767029,42.69067545016004,-8.428967787525713e-13
0.87618,-5.744382159878083,-135.4841665430934,-280.531545927457,39.08510637710359,3.686006305300153e-13
0.880181,-6.103784384996902,-135.4658387010442,-280.9828511093492,35.29211205923598,1.051539150238662e-13
0.884182,-6.462688743061943,-135.4545712592255,-281.4754547701309,31.32411388816665,8.175678197147694e-14
0.888183,-6.821468164641139,-135.4180538499268,-281.9432811488367,27.19167141941947,-1.248314076561595e-14
0.892184,-7.180482172464262,-135.376767966785,-282.4262515771512,22.90319110245671,3.392231949521682e-14
0.896185,-7.539980478859635,-135.2256249906484,-282.7116069676416,18.48530874465375,4.597773005486078e-14
0.900185,-7.900280493134539,-135.0939080370588,-283.0572183269452,13.92941499527911,7.976912888313812e-14
0.904186,-8.261578681907576,-134.8499887275961,-283.196762269421,9.275741928959462,1.380600909242091e-13
0.908187,-8.623993351936928,-134.5530917712491,-283.2469277696661,4.526230725540266,5.436260396124795e-14
0.912188,-8.987613192046148,-134.1915150406747,-283.1808860369359,-0.3061263176949183,-1.235020056550059e-13
0.916189,-9.352230538978612,-133.6810751973413,-282.8266345175697,-5.172903980241244,-1.840808580988054e-13
0.920189,-9.717540424335031,-133.079444895854,-282.2963177241154,-10.07943190500318,3.616365872074141e-13
0.92419,-10.08306229264115,-132.3549438569926,-281.5218316936001,-14.99876705407729,-1.867334604973973e-13
0.928191,-10.44791775724434,-131.42222449437,-280.3266687768794,-19.86896861414044,-7.35720063059364e-15
0.932192,-10.81092999188172,-130.3164595973535,-278.7758966475792,-24.6897018535275,2.204778815770888e-13
0.936193,-11.17074709424153,-128.9665156347505,-276.7207206266756,-29.39312311519528,-4.759305617266709e-14
0.940194,-11.52402980889071,-125.9766103463303,-271.3428698530024,-32.95354257693311,-6.224210121578439e-15
0.944194,-11.85775010903844,-116.326437698931,-252.5251850867256,-31.21793261407995,-9.798845121360575e-15
0.948195,-12.15651228403097,-103.5876182231578,-227.4366167725804,-26.15635311224194,3.353801795281526e-13
0.952196,-12.41200249183192,-101.8766268849199,-224.3369856465821,-31.80927169606775,-1.817597568551632e-13
0.956197,-12.61948247336767,-88.14597604808731,-197.131015299348,-24.5875071086361,-3.776251582073486e-15
0.960198,-12.7748062178689,-74.92854650348923,-170.8789991880429,-16.91762304925009,-1.184949044138634e-12
0.964199,-12.87376425815444,-63.12407782396032,-147.3731684112914,-10.07275943382064,1.324105242119775e-13
0.968199,-12.91210072609347,-51.87326985921746,-124.8905290624403,-3.251334360254148,1.219074289922548e-13
0.9722,-12.88588465420721,-40.93054542509662,-102.9385491492407,3.742714184008044,2.930638337130594e-15
0.976201,-12.79177749646093,-30.2822667364059,-81.49126080785024,10.84676558037867,-2.084800262632777e-14
0.980202,-12.6273177452994,-19.9536420219897,-60.60360092116282,17.96401412437864,1.385377030944743e-13
0.984203,-12.39117563051703,-9.993090414345062,-40.38035992371434,24.98274184439991,2.603317953642715e-15
0.988203,-12.0832228152651,-0.5437011856064826,-21.12038105109567,31.67835134596109,5.557431057000313e-17
0.992204,-11.70996053305972,5.630409957962764,-8.409625590263762,34.16709271271598,4.28873427148093e-14
0.996205,-11.28474281094063,7.745044816054071,-3.839910103942945,31.04169677632559,3.229525356181896e-14
1.00021,-10.81388442270896,10.67171586162138,2.399466261107532,29.17297512186008,3.424181266798328e-15
1.00421,-10.29348821278297,16.98257972760057,15.4771667789307,32.5904002222056,1.70872267438433e-13
1.00821,-9.722944382134489,24.13953783136765,30.25769789545511,37.76905715435613,-6.663962783197737e-15
1.01221,-9.109240796223887,30.91075380058421,44.24129095155305,42.94016152714975,8.577903499120296e-15
1.01621,-8.462441405208558,37.00306939424466,56.82341464586942,47.68122144706643,4.640698329757357e-13
1.02021,-7.793542068399101,42.42634698374781,68.0136390498582,52.00162274729688,2.989127957979976e-13
1.02421,-7.113583462850421,47.19165419909655,77.82716146514501,55.8922323870767,1.565446785112404e-12
1.02821,-6.433169072915638,51.32121778641355,86.30497602714402,59.34102183885321,-1.156635309497198e-13
1.03221,-5.762274525003227,54.84313307052606,93.50276703533039,62.33313016514573,1.856653993070679e-13
1.03621,-5.109680039705054,57.88029794149816,99.67027364761719,64.9766537768366,5.232392194235531e-13
1.04021,-4.482906359773709,60.39681384070695,104.738248328486,67.15448699571843,-4.301403856168574e-13
1.04421,-3.888188131963513,62.52157976915206,108.9720800024482,68.97492117062421,3.97197485902268e-13
1.04822,-3.330467149746236,63.89881821684188,111.6633393059442,69.85794696334132,-6.770774215443024e-13
1.05222,-2.815253605553039,62.35517363849494,108.4606785140881,66.65984376502159,8.63992816458988e-14
1.05622,-2.346169232281643,58.96765722032872,101.5406703172491,61.06712477942744,-3.522203095217653e-13
1.06022,-1.922890517471427,55.25807268527372,93.96656680324745,55.27071104113675,1.666364806760598e-13
1.06422,-1.543265856341247,51.66510219712796,86.62207855580118,49.86542092427256,-7.242677432550711e-16
1.06822,-1.204557104459773,48.24635151082073,79.62546988126934,44.89584458456765,1.078445286016908e-12
1.07222,-0.9040144380043461,44.96967736928974,72.91352343545198,40.30243173978633,6.284105796047384e-14
1.07622,-0.6390491016098225,41.78508141243353,66.38649942767965,36.01597684449034,2.641422973521036e-13
1.08022,-0.4078697488641206,38.49842550131754,59.65410791451566,31.82668363746733,-1.099704732733858e-12
1.08422,-0.1978976048633899,35.10139793487427,52.69958240155468,27.73474825841028,7.968269929748485e-13
1.08822,-0.02881066006414351,36.2636944247188,54.94509531803855,28.08816808413995,2.766918318359013e-13
1.09222,0.1185067332414185,34.97452642405084,52.24645082173612,26.14458482143366,7.47990070214183e-14
1.09623,0.245655053259586,31.86854176270043,45.88591780055777,22.70353276802753,8.513795994065472e-15
1.10023,0.3498353170418646,29.44285496233501,40.90060544590053,20.01423313571434,2.370015856237698e-14
1.10423,0.4337927092806519,27.50407515550866,36.90061225261248,17.8529971879558,5.892671523536951e-14
1.10823,0.499570981048776,25.85666346922849,33.49147513460409,16.0257152198983,1.323316705032483e-14
1.11223,0.5488277880145703,24.38804522855262,30.44674004953672,14.41885989136941,7.515766981897921e-15
1.11623,0.5828976339582623,23.0311388889576,27.63105228459814,12.97188902438819,9.706319230648111e-15
1.12023,0.6030662094860052,21.83425432508648,25.14197489825898,11.70830334160715,2.090708725567298e-14
1.12423,0.6106079159021274,20.77751023101609,22.93977662797471,10.60054673438335,9.032155467519997e-15
1.12823,0.6066325382470757,19.82184420555394,20.94562102990729,9.615671647609865,2.12094104385128e-14
1.13223,0.5922258848320996,18.98801433013129,19.20193148106206,8.755782185033301,4.815215704807524e-15
1.13623,0.5684392696314713,18.2620208211523,17.68021577508403,8.008603424997862,2.67564533834504e-14
1.14023,0.5362144811842195,17.60288551224956,16.29861067178494,7.339356705957272,1.193302121057659e-14
1.14424,0.4964795063153241,17.04651614095773,15.1289666379255,6.770514701120883,3.34357813491215e-14
1.14824,0.4500451789222815,16.55422614428202,14.09416313361214,6.270136828210298,2.117816314298669e-14
1.15224,0.3985811922637222,15.19473657126637,11.33986290237567,5.157298900188572,8.402731379621353e-15
1.15624,0.3453287713861353,12.25867034482997,5.454104345139651,2.954384330663688,1.596593916417511e-14
1.16024,0.2930755948077981,8.798449834550729,-1.467170126235075,0.4457864657560346,1.206526469432652e-14
1.16424,0.2433059733922415,5.313438037487449,-8.430145628037973,-2.02225755798948,-1.03611610378858e-15
1.16824,0.1969023409354625,1.879989481040525,-15.28434906858599,-4.406940852070587,-1.020179411215961e-14
1.17224,0.154562875713316,-1.488839379202982,-22.00423182842733,-6.71758188587138,8.900790375086848e-16
1.17624,0.116767609945223,-4.84558047000082,-28.69655011884904,-8.992603953570207,6.742627640724132e-15
1.18024,0.08390582297452648,-8.163707281244603,-35.30824795358446,-11.23173388058552,-1.944603005466093e-13
1.18424,0.05631451425238237,-11.46275050137707,-41.87927470701648,-13.45349328496139,2.910018243766316e-14
1.18824,0.03417282900816151,-14.73966477322376,-48.40449468679404,-15.65933445572703,-1.130298234169711e-14
1.19225,0.01762055574993393,-18.00588675921617,-54.90691152152524,-17.86302154032399,-1.272537703439105e-14
1.19625,0.006699830491056435,-21.22551370017433,-61.31591260307964,-20.03882002672932,2.247515570368509e-13
1.20025,0.001541583583616604,-24.0992819373032,-67.03630950786216,-21.98259070530469,-1.438469693347576e-13
1.20425,0.0001188698542747796,-25.41096605839029,-69.64710326714014,-22.87147340968884,2.349278699870983e-13
1.20825,-5.505275377889186e-05,-25.69539309953764,-70.21320316026092,-23.06449469015801,-2.19343825278867e-13
1.21225,-2.629853594006554e-05,-25.71224794291107,-70.24674164665075,-23.07601508061099,-3.257984431583943e-12
1.21625,-5.720163334168699e-06,-25.7003433002453,-70.22304491674498,-23.06796415601763,-5.429457783511034e-12
1.22025,-3.35229490218586e-07,-25.69518592651977,-70.21277965309157,-23.06446887860918,4.246617728837543e-12
1.22425,1.935958563034497e-07,-25.69424933454958,-70.21091554753183,-23.06383318218668,-1.089291881768599e-12
1.22825,9.466622388451714e-08,-25.69415289530634,-70.21072363512556,-23.06376740377016,-1.654742399651106e-12
1.23225,-0.001558034471811544,-27.04961647641585,-72.94571382607627,-23.70145986507272,3.326723202394537e-13
1.23625,-0.01506098978937405,-34.0200200703738,-87.01025636118302,-26.98106132354213,-2.148461036687298e-13
1.24026,-0.05565599312629304,-43.59308279792661,-106.3254358902909,-31.49476203112203,2.885706219445387e-14
1.24426,-0.1282782610524156,-53.66997643832638,-126.6553298477856,-36.27122619253231,-2.942906862958017e-14
1.24826,-0.2336117521189402,-63.7265223198395,-146.9416412971056,-41.08376900256449,-5.595548283309773e-14
1.25226,-0.3716753430471566,-73.78520065813969,-167.2284637819552,-45.97456931374193,3.110664723740994e-13
1.25626,-0.5425416505542959,-83.81870776329332,-187.4603762549628,-50.96179702738246,-2.255216623830191e-14
1.26026,-0.7466183530834253,-93.84299286909599,-207.6683959298327,-56.09694525502772,-1.326232432098058e-13
1.26426,-0.9810773116083435,-101.3761464727664,-222.844500283684,-60.21577187814729,3.05384257730274e-13
1.26826,-1.222930547983971,-98.17879059083596,-216.3610812992266,-59.27454436147362,-4.199405826311459e-13
1.27226,-1.444718477987788,-89.15457714030245,-198.1119206219886,-55.51106027040339,-8.921570705997547e-14
1.27626,-1.635855467376558,-78.94156797459321,-177.4554101868447,-51.11542497620886,3.339225662377502e-13
1.28026,-1.794663904529447,-68.70170402970764,-156.7365389842884,-46.61557416970813,2.494077113865879e-12
1.28426,-1.92111564337682,-58.53053158494325,-136.1485581102165,-42.02330883706358,-2.402604935744809e-13
1.28827,-2.015218512635342,-48.45028065443115,-115.7367176689735,-37.32304996199939,3.769289147241908e-14
1.29227,-2.076534260511255,-38.38038320337551,-95.33930428180544,-32.44733698927944,-4.437679727295642e-14
1.29627,-2.106796103188426,-29.20713573197638,-76.75635128042617,-27.79267947166148,-3.877380076309492e-14
1.30027,-2.119335843494889,-22.88964088071126,-63.97914970046774,-24.19744175408285,-1.471584445688215e-14
1.30427,-2.119310063454273,-13.63730932701891,-45.30110736436195,-18.48222611636684,-9.624782666497208e-15
1.30827,-2.098989205146497,-1.735824080644196,-21.27903050330629,-10.87452251760772,-1.824269680944808e-15
1.31227,-2.05334114646641,10.77262498171467,3.970549932198978,-2.585517600666028,1.148896992613241e-14
1.31627,-1.981193571710418,23.24090398866634,29.1414643477204,5.996370992695418,9.4879417592692e-15
1.32027,-1.882348008575737,35.55974228881708,54.01207899001746,14.80504544052313,1.102795257770629e-14
1.32427,-1.756457221529659,47.81127284642729,78.74720002333372,23.89286895446039,2.357179773415878e-14
1.32827,-1.602658690913593,59.92406557068851,103.202122244286,33.20705034610569,1.253838430537858e-14
1.33227,-1.421757204026749,70.2833704417549,124.1156312460532,41.63875484842751,5.164420551476697e-14
1.33628,-1.236130205468702,70.82047336697674,125.1953176379226,43.50411246412723,6.408589908311748e-14
1.34028,-1.073696332195776,65.24777625523632,113.9338402180291,41.09635747259405,2.869540957437056e-15
1.34428,-0.9459238216363095,58.26608271468607,99.82407151574196,37.58570603521954,1.374919048765123e-14
1.34828,-0.8527052635890116,50.34504855880309,83.84533624783329,32.96912037342891,-7.525182558158612e-13
1.35228,-0.7902973814399292,41.35499926862281,65.74586567386955,26.99274991948639,2.248889452243537e-12
1.35628,-0.7559395106829222,32.14325232135663,47.20951980142408,20.50179572888791,-4.331824814212411e-13
1.36028,-0.7487419007567806,23.01473476821418,28.8414605877068,13.80389164706023,2.369762041322235e-13
1.36428,-0.767243317153588,14.9296693529015,12.57950499425699,7.664314539082502,-3.579572968248415e-13
1.36828,-0.7992454018391058,11.87206474106727,6.474099528026631,5.387706686054727,4.61983107773267e-13
1.37228,-0.82915694690425,12.00668356738913,6.82116705450775,5.703526635330144,4.675589829560951e-14
1.37628,-0.8496456386894526,12.94769552652046,8.802555302463581,6.73168836883373,5.29726113814803e-15
1.38028,-0.8584730201355576,14.07536113792385,11.1662454110477,7.973302852265507,2.006348247247159e-14
